Date,Value,Unit
2019-03-27 05:29:10 +0100,59,count/min
2019-03-27 05:34:55 +0100,58,count/min
2019-03-27 05:38:50 +0100,59,count/min
2019-03-27 05:45:41 +0100,57,count/min
2019-03-27 05:49:25 +0100,58,count/min
2019-03-27 05:54:27 +0100,58,count/min
2019-03-27 05:59:33 +0100,58,count/min
2019-03-27 06:04:20 +0100,56,count/min
2019-03-27 06:08:20 +0100,57,count/min
2019-03-27 06:13:20 +0100,58,count/min
2019-03-27 06:18:50 +0100,58,count/min
2019-03-27 06:24:10 +0100,59,count/min
2019-03-27 06:28:30 +0100,59,count/min
2019-03-27 06:33:55 +0100,58,count/min
2019-03-27 06:38:30 +0100,55,count/min
2019-03-27 06:43:30 +0100,57,count/min
2019-03-27 06:51:30 +0100,63,count/min
2019-03-27 06:55:34 +0100,65.3617,count/min
2019-03-27 06:55:05 +0100,60,count/min
2019-03-27 06:58:27 +0100,61,count/min
2019-03-27 07:03:41 +0100,61,count/min
2019-03-27 07:08:26 +0100,60,count/min
2019-03-27 07:13:26 +0100,61,count/min
2019-03-27 07:18:41 +0100,61,count/min
2019-03-27 07:23:51 +0100,61,count/min
2019-03-27 07:29:01 +0100,62,count/min
2019-03-27 07:44:44 +0100,66,count/min
2019-03-27 07:51:28 +0100,68,count/min
2019-03-27 08:04:43 +0100,101,count/min
2019-03-27 08:11:37 +0100,81,count/min
2019-03-27 08:14:11 +0100,89,count/min
2019-03-27 08:18:36 +0100,74,count/min
2019-03-27 08:24:43 +0100,72,count/min
2019-03-27 08:33:07 +0100,74,count/min
2019-03-27 08:35:12 +0100,74,count/min
2019-03-27 08:40:37 +0100,76,count/min
2019-03-27 08:47:15 +0100,76,count/min
2019-03-27 08:53:16 +0100,80,count/min
2019-03-27 08:54:58 +0100,78,count/min
2019-03-27 09:03:06 +0100,83,count/min
2019-03-27 09:07:02 +0100,81,count/min
2019-03-27 09:08:38 +0100,80,count/min
2019-03-27 09:17:26 +0100,98,count/min
2019-03-27 09:21:27 +0100,78,count/min
2019-03-27 09:25:58 +0100,80,count/min
2019-03-27 09:34:03 +0100,89,count/min
2019-03-27 09:39:15 +0100,86,count/min
2019-03-27 09:45:19 +0100,91,count/min
2019-03-27 09:51:49 +0100,84,count/min
2019-03-27 09:56:36 +0100,82,count/min
2019-03-27 09:58:54 +0100,104,count/min
2019-03-27 10:11:46 +0100,92,count/min
2019-03-27 10:15:17 +0100,86,count/min
2019-03-27 10:19:53 +0100,79,count/min
2019-03-27 10:26:53 +0100,90,count/min
2019-03-27 10:33:00 +0100,91,count/min
2019-03-27 10:37:40 +0100,78,count/min
2019-03-27 10:48:09 +0100,89,count/min
2019-03-27 10:51:46 +0100,87,count/min
2019-03-27 10:58:13 +0100,85,count/min
2019-03-27 11:01:16 +0100,73,count/min
2019-03-27 11:08:10 +0100,85,count/min
2019-03-27 11:15:06 +0100,80,count/min
2019-03-27 11:21:10 +0100,78,count/min
2019-03-27 11:27:05 +0100,74,count/min
2019-03-27 11:31:41 +0100,72,count/min
2019-03-27 11:37:27 +0100,77,count/min
2019-03-27 11:38:30 +0100,89,count/min
2019-03-27 11:45:41 +0100,67,count/min
2019-03-27 11:50:38 +0100,74,count/min
2019-03-27 11:54:14 +0100,70,count/min
2019-03-27 11:59:39 +0100,71,count/min
2019-03-27 12:04:41 +0100,73,count/min
2019-03-27 12:09:21 +0100,81,count/min
2019-03-27 12:18:11 +0100,73,count/min
2019-03-27 12:19:19 +0100,71,count/min
2019-03-27 12:24:03 +0100,70,count/min
2019-03-27 12:30:42 +0100,72,count/min
2019-03-27 12:33:22 +0100,68,count/min
2019-03-27 12:39:55 +0100,70,count/min
2019-03-27 12:44:22 +0100,72,count/min
2019-03-27 12:50:39 +0100,69,count/min
2019-03-27 12:57:47 +0100,73,count/min
2019-03-27 12:58:58 +0100,72,count/min
2019-03-27 13:03:38 +0100,88,count/min
2019-03-27 13:13:17 +0100,100,count/min
2019-03-27 13:25:41 +0100,71,count/min
2019-03-27 13:29:04 +0100,73,count/min
2019-03-27 13:33:58 +0100,75,count/min
2019-03-27 13:39:55 +0100,78,count/min
2019-03-27 13:44:29 +0100,75,count/min
2019-03-27 13:49:45 +0100,81,count/min
2019-03-27 13:56:13 +0100,81,count/min
2019-03-27 13:59:33 +0100,88,count/min
2019-03-27 14:04:22 +0100,76,count/min
2019-03-27 14:10:02 +0100,77,count/min
2019-03-27 14:18:14 +0100,70,count/min
2019-03-27 14:21:53 +0100,84,count/min
2019-03-27 14:23:35 +0100,76,count/min
2019-03-27 14:30:31 +0100,84,count/min
2019-03-27 14:33:29 +0100,88,count/min
2019-03-27 14:43:58 +0100,72,count/min
2019-03-27 14:51:25 +0100,87,count/min
2019-03-27 15:05:36 +0100,74,count/min
2019-03-27 15:13:17 +0100,98,count/min
2019-03-27 15:17:09 +0100,91,count/min
2019-03-27 15:23:08 +0100,81,count/min
2019-03-27 15:25:36 +0100,94,count/min
2019-03-27 15:28:49 +0100,91,count/min
2019-03-27 15:34:11 +0100,83,count/min
2019-03-27 15:41:20 +0100,98,count/min
2019-03-27 15:46:46 +0100,93,count/min
2019-03-27 15:48:24 +0100,75,count/min
2019-03-27 15:54:31 +0100,86,count/min
2019-03-27 15:59:08 +0100,69,count/min
2019-03-27 16:07:43 +0100,75,count/min
2019-03-27 16:09:30 +0100,87,count/min
2019-03-27 16:15:39 +0100,91,count/min
2019-03-27 16:20:42 +0100,100,count/min
2019-03-27 16:27:34 +0100,87,count/min
2019-03-27 16:29:01 +0100,87,count/min
2019-03-27 16:36:06 +0100,97,count/min
2019-03-27 16:38:38 +0100,96,count/min
2019-03-27 16:48:08 +0100,92,count/min
2019-03-27 16:50:43 +0100,84,count/min
2019-03-27 16:57:24 +0100,90,count/min
2019-03-27 17:01:51 +0100,76,count/min
2019-03-27 17:03:49 +0100,89,count/min
2019-03-27 17:09:12 +0100,79,count/min
2019-03-27 17:18:09 +0100,81,count/min
2019-03-27 17:22:53 +0100,78,count/min
2019-03-27 17:25:09 +0100,81,count/min
2019-03-27 17:28:53 +0100,84,count/min
2019-03-27 17:35:27 +0100,85,count/min
2019-03-27 17:42:45 +0100,107,count/min
2019-03-27 17:45:44 +0100,110,count/min
2019-03-27 18:13:21 +0100,105,count/min
2019-03-27 20:28:24 +0100,94,count/min
2019-03-27 20:43:33 +0100,83,count/min
2019-03-27 20:50:33 +0100,84,count/min
2019-03-27 20:54:20 +0100,73,count/min
2019-03-27 21:38:08 +0100,84,count/min
2019-03-27 21:41:05 +0100,85,count/min
2019-03-27 21:45:42 +0100,81,count/min
2019-03-27 21:51:05 +0100,82,count/min
2019-03-27 21:57:42 +0100,72,count/min
2019-03-27 22:03:06 +0100,75,count/min
2019-03-27 22:05:50 +0100,71,count/min
2019-03-27 22:11:27 +0100,71,count/min
2019-03-27 22:15:39 +0100,73,count/min
2019-03-27 22:22:11 +0100,75,count/min
2019-03-27 22:26:39 +0100,82,count/min
2019-03-27 22:36:46 +0100,76,count/min
2019-03-27 22:40:01 +0100,73,count/min
2019-03-27 22:45:13 +0100,72,count/min
2019-03-27 22:53:13 +0100,73,count/min
2019-03-27 22:55:31 +0100,78.3673,count/min
2019-03-27 22:57:58 +0100,74,count/min
2019-03-27 23:00:03 +0100,70,count/min
2019-03-27 23:04:53 +0100,70,count/min
2019-03-27 23:08:30 +0100,70,count/min
2019-03-27 23:13:23 +0100,73,count/min
2019-03-27 23:21:47 +0100,61,count/min
2019-03-27 23:24:18 +0100,69,count/min
2019-03-27 23:29:51 +0100,69,count/min
2019-03-27 23:37:21 +0100,74,count/min
2019-03-27 23:39:43 +0100,74,count/min
2019-03-27 23:44:26 +0100,74,count/min
2019-03-27 23:48:32 +0100,76,count/min
2019-03-27 23:58:16 +0100,71,count/min
2019-03-28 00:02:53 +0100,70,count/min
2019-03-28 00:05:27 +0100,75,count/min
2019-03-28 00:11:17 +0100,79,count/min
2019-03-28 00:14:38 +0100,72,count/min
2019-03-28 00:23:10 +0100,70,count/min
2019-03-28 00:26:25 +0100,66,count/min
2019-03-28 00:31:20 +0100,66,count/min
2019-03-28 00:35:49 +0100,68,count/min
2019-03-28 00:39:05 +0100,67,count/min
2019-03-28 00:44:15 +0100,65,count/min
2019-03-28 00:49:30 +0100,64,count/min
2019-03-28 00:53:20 +0100,62,count/min
2019-03-28 00:58:40 +0100,62,count/min
2019-03-28 01:03:20 +0100,62,count/min
2019-03-28 01:08:21 +0100,61,count/min
2019-03-28 01:13:21 +0100,60,count/min
2019-03-28 01:18:21 +0100,60,count/min
2019-03-28 01:23:21 +0100,62,count/min
2019-03-28 01:28:31 +0100,61,count/min
2019-03-28 01:34:41 +0100,62,count/min
2019-03-28 01:38:21 +0100,64,count/min
2019-03-28 01:43:26 +0100,64,count/min
2019-03-28 01:48:36 +0100,64,count/min
2019-03-28 01:54:21 +0100,64,count/min
2019-03-28 01:58:26 +0100,63,count/min
2019-03-28 02:03:51 +0100,62,count/min
2019-03-28 02:09:29 +0100,64,count/min
2019-03-28 02:13:53 +0100,62,count/min
2019-03-28 02:18:56 +0100,62,count/min
2019-03-28 02:24:46 +0100,61,count/min
2019-03-28 02:29:01 +0100,60,count/min
2019-03-28 02:33:26 +0100,61,count/min
2019-03-28 02:38:31 +0100,60,count/min
2019-03-28 02:44:01 +0100,61,count/min
2019-03-28 02:48:21 +0100,61,count/min
2019-03-28 02:55:31 +0100,60.9524,count/min
2019-03-28 02:53:31 +0100,61,count/min
2019-03-28 02:58:37 +0100,60,count/min
2019-03-28 03:06:58 +0100,64,count/min
2019-03-28 03:08:23 +0100,64,count/min
2019-03-28 03:16:18 +0100,63,count/min
2019-03-28 03:18:58 +0100,59,count/min
2019-03-28 03:23:28 +0100,59,count/min
2019-03-28 03:28:23 +0100,59,count/min
2019-03-28 03:33:33 +0100,59,count/min
2019-03-28 03:38:43 +0100,59,count/min
2019-03-28 03:43:28 +0100,59,count/min
2019-03-28 03:48:23 +0100,60,count/min
2019-03-28 03:53:33 +0100,60,count/min
2019-03-28 03:58:23 +0100,60,count/min
2019-03-28 04:03:33 +0100,60,count/min
2019-03-28 04:08:23 +0100,61,count/min
2019-03-28 04:13:43 +0100,61,count/min
2019-03-28 04:19:22 +0100,65,count/min
2019-03-28 04:25:46 +0100,60,count/min
2019-03-28 04:28:23 +0100,60,count/min
2019-03-28 04:33:28 +0100,61,count/min
2019-03-28 04:40:08 +0100,60,count/min
2019-03-28 04:43:23 +0100,58,count/min
2019-03-28 04:48:41 +0100,56,count/min
2019-03-28 04:53:28 +0100,59,count/min
2019-03-28 04:58:18 +0100,59,count/min
2019-03-28 05:03:33 +0100,60,count/min
2019-03-28 05:08:18 +0100,61,count/min
2019-03-28 05:14:13 +0100,59,count/min
2019-03-28 05:19:13 +0100,60,count/min
2019-03-28 05:23:23 +0100,59,count/min
2019-03-28 05:28:18 +0100,60,count/min
2019-03-28 05:33:58 +0100,60,count/min
2019-03-28 05:38:53 +0100,58,count/min
2019-03-28 05:43:18 +0100,58,count/min
2019-03-28 05:48:18 +0100,57,count/min
2019-03-28 05:53:38 +0100,57,count/min
2019-03-28 05:59:18 +0100,56,count/min
2019-03-28 06:03:43 +0100,57,count/min
2019-03-28 06:08:33 +0100,58,count/min
2019-03-28 06:13:47 +0100,59,count/min
2019-03-28 06:19:58 +0100,57,count/min
2019-03-28 06:23:23 +0100,58,count/min
2019-03-28 06:28:29 +0100,58,count/min
2019-03-28 06:33:58 +0100,58,count/min
2019-03-28 06:38:18 +0100,58,count/min
2019-03-28 06:43:53 +0100,58,count/min
2019-03-28 06:48:18 +0100,59,count/min
2019-03-28 06:55:33 +0100,59.305,count/min
2019-03-28 06:53:23 +0100,58,count/min
2019-03-28 06:58:45 +0100,59,count/min
2019-03-28 07:05:29 +0100,65,count/min
2019-03-28 07:09:51 +0100,67,count/min
2019-03-28 07:15:21 +0100,74,count/min
2019-03-28 07:21:58 +0100,82,count/min
2019-03-28 07:27:04 +0100,75,count/min
2019-03-28 07:32:26 +0100,71,count/min
2019-03-28 07:37:27 +0100,76,count/min
2019-03-28 07:42:38 +0100,71,count/min
2019-03-28 07:43:55 +0100,74,count/min
2019-03-28 07:51:49 +0100,63,count/min
2019-03-28 07:54:55 +0100,71,count/min
2019-03-28 07:59:18 +0100,69,count/min
2019-03-28 08:08:03 +0100,63,count/min
2019-03-28 08:11:59 +0100,72,count/min
2019-03-28 08:13:39 +0100,71,count/min
2019-03-28 08:21:46 +0100,70,count/min
2019-03-28 08:27:16 +0100,66,count/min
2019-03-28 08:39:51 +0100,71,count/min
2019-03-28 12:52:48 +0100,71,count/min
2019-03-28 12:54:48 +0100,70,count/min
2019-03-28 13:01:24 +0100,68,count/min
2019-03-28 13:07:02 +0100,68,count/min
2019-03-28 13:10:00 +0100,64,count/min
2019-03-28 13:17:02 +0100,71,count/min
2019-03-28 13:21:53 +0100,68,count/min
2019-03-28 13:24:31 +0100,69,count/min
2019-03-28 13:28:34 +0100,66,count/min
2019-03-28 13:37:32 +0100,62,count/min
2019-03-28 13:42:48 +0100,70,count/min
2019-03-28 13:44:38 +0100,66,count/min
2019-03-28 13:57:23 +0100,77,count/min
2019-03-28 14:07:43 +0100,58,count/min
2019-03-28 14:11:53 +0100,57,count/min
2019-03-28 14:14:40 +0100,68,count/min
2019-03-28 14:19:04 +0100,63,count/min
2019-03-28 14:24:10 +0100,77,count/min
2019-03-28 14:45:23 +0100,77,count/min
2019-03-28 14:52:40 +0100,78,count/min
2019-03-28 14:57:59 +0100,73.1429,count/min
2019-03-28 14:54:54 +0100,75,count/min
2019-03-28 15:00:02 +0100,71,count/min
2019-03-28 15:03:22 +0100,71,count/min
2019-03-28 15:09:42 +0100,69,count/min
2019-03-28 15:14:16 +0100,67,count/min
2019-03-28 15:19:41 +0100,66,count/min
2019-03-28 15:26:42 +0100,68,count/min
2019-03-28 15:29:35 +0100,68,count/min
2019-03-28 15:34:27 +0100,68,count/min
2019-03-28 15:39:27 +0100,62,count/min
2019-03-28 15:48:02 +0100,72,count/min
2019-03-28 15:50:37 +0100,65,count/min
2019-03-28 15:54:23 +0100,63,count/min
2019-03-28 15:58:40 +0100,64,count/min
2019-03-28 16:07:01 +0100,59,count/min
2019-03-28 16:08:37 +0100,59,count/min
2019-03-28 16:13:42 +0100,58,count/min
2019-03-28 16:19:27 +0100,58,count/min
2019-03-28 16:23:22 +0100,58,count/min
2019-03-28 16:28:32 +0100,57,count/min
2019-03-28 16:33:57 +0100,57,count/min
2019-03-28 16:39:32 +0100,58,count/min
2019-03-28 16:43:36 +0100,62,count/min
2019-03-28 16:53:02 +0100,72,count/min
2019-03-28 16:54:25 +0100,67,count/min
2019-03-28 16:58:40 +0100,66,count/min
2019-03-28 17:07:53 +0100,62,count/min
2019-03-28 17:11:51 +0100,68,count/min
2019-03-28 17:16:32 +0100,63,count/min
2019-03-28 17:22:56 +0100,65,count/min
2019-03-28 17:26:37 +0100,64,count/min
2019-03-28 17:31:15 +0100,64,count/min
2019-03-28 17:35:27 +0100,63,count/min
2019-03-28 17:40:57 +0100,69,count/min
2019-03-28 17:48:11 +0100,70,count/min
2019-03-28 18:32:12 +0100,77,count/min
2019-03-28 18:36:09 +0100,78,count/min
2019-03-28 18:39:31 +0100,66,count/min
2019-03-28 18:47:39 +0100,74,count/min
2019-03-28 18:48:58 +0100,71,count/min
2019-03-28 18:57:53 +0100,61,count/min
2019-03-28 19:02:56 +0100,62,count/min
2019-03-28 19:04:34 +0100,71,count/min
2019-03-28 19:10:24 +0100,92,count/min
2019-03-28 19:14:41 +0100,74,count/min
2019-03-28 19:23:09 +0100,71,count/min
2019-03-28 19:26:42 +0100,70,count/min
2019-03-28 19:30:39 +0100,68,count/min
2019-03-28 19:34:20 +0100,72,count/min
2019-03-28 19:39:21 +0100,63,count/min
2019-03-28 19:47:51 +0100,78,count/min
2019-03-28 19:51:10 +0100,77,count/min
2019-03-28 19:57:20 +0100,65,count/min
2019-03-28 20:00:53 +0100,63,count/min
2019-03-28 20:11:09 +0100,60,count/min
2019-03-28 20:36:13 +0100,92,count/min
2019-03-28 21:01:02 +0100,67,count/min
2019-03-28 21:06:46 +0100,69,count/min
2019-03-28 21:10:20 +0100,75,count/min
2019-03-28 21:24:54 +0100,67,count/min
2019-03-28 21:32:12 +0100,78,count/min
2019-03-28 21:36:21 +0100,78,count/min
2019-03-28 21:42:46 +0100,64,count/min
2019-03-28 21:53:18 +0100,68,count/min
2019-03-28 21:56:16 +0100,68,count/min
2019-03-28 22:08:07 +0100,59,count/min
2019-03-28 22:17:52 +0100,65,count/min
2019-03-28 22:19:32 +0100,69,count/min
2019-03-28 22:32:03 +0100,63,count/min
2019-03-28 22:35:00 +0100,69,count/min
2019-03-28 22:40:17 +0100,67,count/min
2019-03-28 22:53:08 +0100,73,count/min
2019-03-28 23:06:32 +0100,81,count/min
2019-03-28 23:09:54 +0100,64,count/min
2019-03-28 23:19:30 +0100,64,count/min
2019-03-28 23:24:29 +0100,66,count/min
2019-03-28 23:30:04 +0100,67,count/min
2019-03-28 23:36:08 +0100,72,count/min
2019-03-28 23:43:17 +0100,66,count/min
2019-03-28 23:44:54 +0100,77,count/min
2019-03-28 23:55:37 +0100,77,count/min
2019-03-28 23:59:44 +0100,72,count/min
2019-03-29 00:05:44 +0100,62,count/min
2019-03-29 00:09:50 +0100,66,count/min
2019-03-29 00:17:31 +0100,64,count/min
2019-03-29 00:22:45 +0100,67,count/min
2019-03-29 00:25:00 +0100,64,count/min
2019-03-29 00:29:00 +0100,59,count/min
2019-03-29 00:43:03 +0100,71,count/min
2019-03-29 00:46:47 +0100,67,count/min
2019-03-29 00:52:10 +0100,67,count/min
2019-03-29 00:53:40 +0100,64,count/min
2019-03-29 00:58:22 +0100,63,count/min
2019-03-29 01:03:22 +0100,64,count/min
2019-03-29 01:08:22 +0100,64,count/min
2019-03-29 01:13:32 +0100,64,count/min
2019-03-29 01:19:07 +0100,64,count/min
2019-03-29 01:24:16 +0100,65,count/min
2019-03-29 01:28:47 +0100,67,count/min
2019-03-29 01:33:22 +0100,68,count/min
2019-03-29 01:41:37 +0100,68,count/min
2019-03-29 01:43:42 +0100,66,count/min
2019-03-29 01:48:27 +0100,66,count/min
2019-03-29 01:53:27 +0100,66,count/min
2019-03-29 01:58:52 +0100,66,count/min
2019-03-29 02:03:52 +0100,66,count/min
2019-03-29 02:08:27 +0100,70,count/min
2019-03-29 02:13:32 +0100,69,count/min
2019-03-29 02:18:42 +0100,70,count/min
2019-03-29 02:23:42 +0100,69,count/min
2019-03-29 02:29:37 +0100,67,count/min
2019-03-29 02:35:02 +0100,69,count/min
2019-03-29 02:38:27 +0100,69,count/min
2019-03-29 02:43:25 +0100,69,count/min
2019-03-29 02:52:22 +0100,68,count/min
2019-03-29 02:55:32 +0100,68.5714,count/min
2019-03-29 02:53:52 +0100,68,count/min
2019-03-29 02:58:41 +0100,69,count/min
2019-03-29 03:03:54 +0100,68,count/min
2019-03-29 03:08:39 +0100,68,count/min
2019-03-29 03:13:34 +0100,68,count/min
2019-03-29 03:18:19 +0100,68,count/min
2019-03-29 03:23:54 +0100,67,count/min
2019-03-29 03:28:19 +0100,68,count/min
2019-03-29 03:33:19 +0100,67,count/min
2019-03-29 03:38:44 +0100,68,count/min
2019-03-29 03:43:29 +0100,68,count/min
2019-03-29 03:48:29 +0100,67,count/min
2019-03-29 03:53:24 +0100,67,count/min
2019-03-29 03:58:19 +0100,68,count/min
2019-03-29 04:05:59 +0100,68,count/min
2019-03-29 04:08:25 +0100,69,count/min
2019-03-29 04:16:09 +0100,67,count/min
2019-03-29 04:18:19 +0100,70,count/min
2019-03-29 04:23:44 +0100,67,count/min
2019-03-29 04:29:49 +0100,67,count/min
2019-03-29 04:33:40 +0100,67,count/min
2019-03-29 04:40:59 +0100,69,count/min
2019-03-29 04:43:29 +0100,69,count/min
2019-03-29 04:48:21 +0100,71,count/min
2019-03-29 04:53:25 +0100,66,count/min
2019-03-29 04:58:19 +0100,63,count/min
2019-03-29 05:03:19 +0100,63,count/min
2019-03-29 05:08:19 +0100,67,count/min
2019-03-29 05:15:39 +0100,64,count/min
2019-03-29 05:18:49 +0100,64,count/min
2019-03-29 05:23:19 +0100,64,count/min
2019-03-29 05:29:21 +0100,63,count/min
2019-03-29 05:33:34 +0100,63,count/min
2019-03-29 05:39:19 +0100,63,count/min
2019-03-29 05:46:02 +0100,63,count/min
2019-03-29 05:50:12 +0100,62,count/min
2019-03-29 05:55:34 +0100,63,count/min
2019-03-29 06:00:24 +0100,60,count/min
2019-03-29 06:03:19 +0100,59,count/min
2019-03-29 06:09:09 +0100,59,count/min
2019-03-29 06:13:34 +0100,61,count/min
2019-03-29 06:18:57 +0100,61,count/min
2019-03-29 06:23:21 +0100,60,count/min
2019-03-29 06:28:29 +0100,61,count/min
2019-03-29 06:35:09 +0100,61,count/min
2019-03-29 06:41:29 +0100,61,count/min
2019-03-29 06:45:48 +0100,60,count/min
2019-03-29 06:48:39 +0100,61,count/min
2019-03-29 06:55:34 +0100,61.44,count/min
2019-03-29 06:53:19 +0100,61,count/min
2019-03-29 06:59:36 +0100,59,count/min
2019-03-29 07:04:06 +0100,56,count/min
2019-03-29 07:08:46 +0100,57,count/min
2019-03-29 07:13:51 +0100,57,count/min
2019-03-29 07:18:36 +0100,57,count/min
2019-03-29 07:24:21 +0100,55,count/min
2019-03-29 07:28:46 +0100,54,count/min
2019-03-29 07:33:46 +0100,54,count/min
2019-03-29 07:40:13 +0100,57,count/min
2019-03-29 07:44:41 +0100,73,count/min
2019-03-29 07:49:10 +0100,67,count/min
2019-03-29 07:54:08 +0100,69,count/min
2019-03-29 07:59:25 +0100,70,count/min
2019-03-29 08:04:39 +0100,69,count/min
2019-03-29 08:11:31 +0100,71,count/min
2019-03-29 08:16:02 +0100,66,count/min
2019-03-29 08:19:01 +0100,69,count/min
2019-03-29 08:27:08 +0100,66,count/min
2019-03-29 08:28:56 +0100,65,count/min
2019-03-29 08:34:52 +0100,67,count/min
2019-03-29 08:40:37 +0100,62,count/min
2019-03-29 08:45:16 +0100,66,count/min
2019-03-29 08:49:20 +0100,70,count/min
2019-03-29 08:57:52 +0100,64,count/min
2019-03-29 09:01:50 +0100,72,count/min
2019-03-29 09:05:59 +0100,62,count/min
2019-03-29 09:11:49 +0100,63,count/min
2019-03-29 09:13:59 +0100,67,count/min
2019-03-29 09:25:26 +0100,75,count/min
2019-03-29 09:31:03 +0100,55,count/min
2019-03-29 09:38:05 +0100,65,count/min
2019-03-29 09:39:56 +0100,66,count/min
2019-03-29 09:47:39 +0100,61,count/min
2019-03-29 10:06:39 +0100,76,count/min
2019-03-29 10:14:58 +0100,70,count/min
2019-03-29 10:21:36 +0100,76,count/min
2019-03-29 10:25:11 +0100,67,count/min
2019-03-29 10:30:41 +0100,74,count/min
2019-03-29 10:36:56 +0100,69,count/min
2019-03-29 10:39:10 +0100,86,count/min
2019-03-29 10:52:11 +0100,75,count/min
2019-03-29 10:53:59 +0100,73,count/min
2019-03-29 11:01:04 +0100,69,count/min
2019-03-29 11:22:58 +0100,77,count/min
2019-03-29 11:24:00 +0100,82,count/min
2019-03-29 11:32:43 +0100,73,count/min
2019-03-29 11:39:35 +0100,75,count/min
2019-03-29 11:45:37 +0100,63,count/min
2019-03-29 11:49:09 +0100,65,count/min
2019-03-29 11:53:39 +0100,67,count/min
2019-03-29 11:59:03 +0100,73,count/min
2019-03-29 12:12:24 +0100,70,count/min
2019-03-29 12:15:35 +0100,64,count/min
2019-03-29 12:18:24 +0100,62,count/min
2019-03-29 12:25:00 +0100,62,count/min
2019-03-29 12:30:55 +0100,70,count/min
2019-03-29 12:33:56 +0100,68,count/min
2019-03-29 12:39:26 +0100,75,count/min
2019-03-29 12:47:33 +0100,68,count/min
2019-03-29 12:54:01 +0100,69,count/min
2019-03-29 13:00:05 +0100,63,count/min
2019-03-29 13:17:39 +0100,66,count/min
2019-03-29 13:23:25 +0100,68,count/min
2019-03-29 13:37:07 +0100,80,count/min
2019-03-29 13:50:35 +0100,61,count/min
2019-03-29 13:58:58 +0100,90,count/min
2019-03-29 14:08:46 +0100,106,count/min
2019-03-29 14:31:57 +0100,93,count/min
2019-03-29 14:38:17 +0100,88,count/min
2019-03-29 14:40:00 +0100,79,count/min
2019-03-29 14:44:07 +0100,78,count/min
2019-03-29 14:51:54 +0100,85,count/min
2019-03-29 14:56:35 +0100,77,count/min
2019-03-29 15:00:27 +0100,78,count/min
2019-03-29 15:03:24 +0100,84,count/min
2019-03-29 15:11:02 +0100,79,count/min
2019-03-29 15:16:37 +0100,74,count/min
2019-03-29 15:19:26 +0100,72,count/min
2019-03-29 15:26:11 +0100,73,count/min
2019-03-29 15:30:21 +0100,80,count/min
2019-03-29 15:38:16 +0100,71,count/min
2019-03-29 15:39:36 +0100,68,count/min
2019-03-29 15:44:41 +0100,67,count/min
2019-03-29 15:49:31 +0100,68,count/min
2019-03-29 15:53:21 +0100,69,count/min
2019-03-29 15:58:21 +0100,70,count/min
2019-03-29 16:03:21 +0100,70,count/min
2019-03-29 16:08:26 +0100,70,count/min
2019-03-29 16:13:36 +0100,70,count/min
2019-03-29 16:18:31 +0100,69,count/min
2019-03-29 16:23:21 +0100,70,count/min
2019-03-29 16:29:06 +0100,69,count/min
2019-03-29 16:33:21 +0100,71,count/min
2019-03-29 16:38:41 +0100,73,count/min
2019-03-29 16:43:36 +0100,74,count/min
2019-03-29 16:50:31 +0100,73,count/min
2019-03-29 16:55:02 +0100,74,count/min
2019-03-29 16:58:21 +0100,75,count/min
2019-03-29 17:03:46 +0100,75,count/min
2019-03-29 17:08:41 +0100,74,count/min
2019-03-29 17:13:36 +0100,78,count/min
2019-03-29 17:19:01 +0100,78,count/min
2019-03-29 17:25:46 +0100,73,count/min
2019-03-29 17:29:10 +0100,86,count/min
2019-03-29 17:33:58 +0100,79,count/min
2019-03-29 17:40:20 +0100,64,count/min
2019-03-29 18:10:46 +0100,86,count/min
2019-03-29 18:13:21 +0100,71,count/min
2019-03-29 22:12:05 +0100,68,count/min
2019-03-29 22:14:23 +0100,66,count/min
2019-03-29 22:19:47 +0100,66,count/min
2019-03-29 22:23:41 +0100,65,count/min
2019-03-29 22:30:46 +0100,68,count/min
2019-03-29 22:33:22 +0100,70,count/min
2019-03-29 22:42:52 +0100,67,count/min
2019-03-29 22:47:49 +0100,62,count/min
2019-03-29 22:54:59 +0100,75,count/min
2019-03-29 23:01:06 +0100,66.7826,count/min
2019-03-29 23:00:56 +0100,67,count/min
2019-03-29 23:04:13 +0100,68,count/min
2019-03-29 23:08:45 +0100,61,count/min
2019-03-29 23:13:53 +0100,61,count/min
2019-03-29 23:18:18 +0100,63,count/min
2019-03-29 23:23:29 +0100,64,count/min
2019-03-29 23:28:19 +0100,65,count/min
2019-03-29 23:33:59 +0100,66,count/min
2019-03-29 23:38:24 +0100,65,count/min
2019-03-29 23:43:59 +0100,66,count/min
2019-03-29 23:49:49 +0100,67,count/min
2019-03-29 23:54:34 +0100,68,count/min
2019-03-29 23:58:44 +0100,69,count/min
2019-03-30 00:03:29 +0100,69,count/min
2019-03-30 00:08:29 +0100,69,count/min
2019-03-30 00:13:19 +0100,69,count/min
2019-03-30 00:18:24 +0100,69,count/min
2019-03-30 00:23:19 +0100,68,count/min
2019-03-30 00:28:19 +0100,68,count/min
2019-03-30 00:33:34 +0100,68,count/min
2019-03-30 00:38:53 +0100,71,count/min
2019-03-30 00:43:45 +0100,73,count/min
2019-03-30 00:48:19 +0100,71,count/min
2019-03-30 00:53:19 +0100,70,count/min
2019-03-30 00:59:14 +0100,69,count/min
2019-03-30 01:03:48 +0100,69,count/min
2019-03-30 01:08:29 +0100,69,count/min
